location,bhk,built_up_area,transaction,status,furnishing,facing,bathroom,floor_category,luxury_category,price
jahangirpura,3,1857,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.72
pal,2,1325,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Medium,0.61
pal,3,1210,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.72
palanpur,3,1232,Resale,Ready to Move,Unfurnished,South -West,2,Low Floor,Medium,0.65
althan,3,1715,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.84
vesu,3,1513,Resale,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.28
althan,3,1856,New Property,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,0.85
palanpur,3,974,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.65
dumas road/hazira,3,1840,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.83
vesu,3,1297,Resale,Ready to Move,Unfurnished,East,2,Low Floor,Medium,1.05
vesu,3,1188,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.0
amroli,3,1811,New Property,Ready to Move,Unfurnished,South - East,2,Mid Floor,Medium,0.65
vesu,3,2400,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.42
pal,3,1891,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.89
vesu,3,2250,New Property,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,1.51
palanpur,3,1800,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.79
vesu,4,2751,New Property,Under Construction,Unfurnished,North,3,Low Floor,Medium,1.4
palanpur,3,1782,Resale,Ready to Move,Furnished,East,2,Mid Floor,Medium,0.91
althan,3,1650,Resale,Ready to Move,Furnished,East,2,Low Floor,Medium,0.7
dindoli,3,1882,Resale,Ready to Move,Unfurnished,East,2,High Floor,Medium,0.69
adajan,3,1857,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.72
jahangirpura,3,1100,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.75
dumas road/hazira,3,2160,Resale,Ready to Move,Unfurnished,North,2,Mid Floor,Medium,1.17
althan,3,1100,Resale,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.84
vesu,4,2705,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.4
vesu,3,1452,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.29
palanpur,4,1760,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.12
palanpur,3,1849,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.69
adajan,3,1767,Resale,Ready to Move,Furnished,East,2,Mid Floor,Medium,0.79
vesu,3,1513,Resale,Ready to Move,Unfurnished,North - East,2,Mid Floor,Medium,1.57
adajan,3,1292,Resale,Ready to Move,Furnished,East,2,Low Floor,Medium,0.86
dumas road/hazira,3,1890,Resale,Ready to Move,Furnished,East,2,Low Floor,Medium,0.91
palanpur,3,1522,Resale,Ready to Move,Furnished,East,2,Mid Floor,Medium,0.85
adajan,4,2095,Resale,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,1.31
vesu,3,1775,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.92
dumas road/hazira,3,4950,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.05
palanpur,3,2111,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.9
pal,4,1755,Resale,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.41
vesu,3,2565,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.43
vesu,3,2198,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,1.27
pal,3,1881,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.86
pal,4,2601,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.22
pal,3,934,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.61
pal,3,1650,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.69
pal,4,1760,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.07
palanpur,3,1375,Resale,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,0.72
vesu,3,2600,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.43
althan,3,1994,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.91
palanpur,3,1651,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,0.69
vesu,3,1331,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.06
dumas road/hazira,3,1890,Resale,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,0.9
vesu,3,2602,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.35
dumas road/hazira,3,1247,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.88
althan,3,1725,New Property,Ready to Move,Furnished,South - East,2,High Floor,Medium,0.95
vesu,2,1321,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.67
vesu,3,2088,New Property,Under Construction,Unfurnished,North,2,Mid Floor,Medium,1.28
jahangirpura,3,1750,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.61
althan,3,979,New Property,Ready to Move,Unfurnished,East,2,Low Floor,Medium,0.65
jahangirpura,3,1725,New Property,Ready to Move,Furnished,East,2,Mid Floor,Medium,0.75
althan,3,1375,Resale,Ready to Move,Unfurnished,East,2,High Floor,Medium,0.95
dindoli,3,1850,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.95
adajan,3,2695,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.35
pal,3,1100,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.0
vesu,3,1643,Resale,Ready to Move,Unfurnished,East,2,High Floor,Medium,0.9
vesu,2,1361,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Medium,0.7
althan,3,1037,Resale,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.84
palanpur,4,1914,Resale,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,0.82
vesu,4,1815,Resale,Ready to Move,Unfurnished,North - East,3,Mid Floor,Medium,1.59
adajan,3,1550,Resale,Ready to Move,Semi-Furnished,West,2,Low Floor,Medium,0.65
dumas road/hazira,3,1890,Resale,Ready to Move,Semi-Furnished,East,2,Mid Floor,Medium,0.9
pal,4,2781,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.19
pal,3,1745,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.77
athwalines,3,1155,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.04
dumas road/hazira,4,1760,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.35
palanpur,3,1725,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.74
pal,4,1797,Resale,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.25
vesu,3,1248,New Property,Ready to Move,Unfurnished,West,2,Mid Floor,Medium,1.02
vesu,3,1540,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.43
pal,3,1802,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.69
pal,3,1845,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.85
pal,3,1881,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.89
pal,3,1320,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,0.82
palanpur,3,1210,Resale,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,0.68
vesu,3,2410,New Property,Ready to Move,Unfurnished,North,2,Mid Floor,Medium,1.35
althan,3,1859,New Property,Ready to Move,Unfurnished,East,2,High Floor,Medium,0.85
vesu,3,1953,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,0.97
palanpur,3,946,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.6
dumas road/hazira,3,2330,New Property,Under Construction,Unfurnished,West,2,Mid Floor,Medium,1.05
vesu,3,1560,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.51
dumas road/hazira,3,935,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.81
althan,2,1270,New Property,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.65
vesu,3,1953,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.99
pal,3,1850,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.86
vesu,4,1726,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,1.26
athwalines,3,2200,New Property,Under Construction,Unfurnished,East,2,Low Floor,Medium,1.18
pal,3,1960,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.86
althan,3,1925,Resale,Ready to Move,Furnished,East,2,Mid Floor,Medium,1.0
dindoli,3,1850,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.85
palanpur,3,1919,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.9
dumas road/hazira,3,2600,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,1.3
vesu,4,2751,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.4
adajan,3,1650,Resale,Ready to Move,Furnished,East,2,High Floor,Medium,0.95
vesu,3,1440,New Property,Ready to Move,Unfurnished,North - East,2,High Floor,Medium,1.33
palanpur,3,1650,Resale,Ready to Move,Semi-Furnished,East,2,High Floor,Medium,0.8
pal,3,1956,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.95
pal,3,2490,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.07
palanpur,3,1522,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.61
vesu,3,1210,New Property,Ready to Move,Furnished,East,2,Mid Floor,Medium,1.35
vesu,3,1362,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.09
vesu,4,1729,Resale,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.4
vesu,3,1818,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.0
vesu,3,2260,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.35
jahangirpura,3,1911,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.71
pal,4,1653,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.37
pal,3,1751,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.74
pal,3,2270,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.32
pal,3,1156,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,0.72
vesu,3,2250,New Property,Under Construction,Unfurnished,North - East,2,Mid Floor,Medium,1.39
vesu,3,2536,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.6
dumas road/hazira,2,1400,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Medium,0.63
palanpur,3,1056,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.64
dumas road/hazira,3,2600,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.3
vesu,2,1294,Resale,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.65
vesu,3,1449,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.32
althan,3,1884,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.85
althan,3,2241,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.04
pal,3,2070,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.98
adajan,3,1755,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.0
althan,4,2920,New Property,Under Construction,Unfurnished,East,3,Low Floor,Medium,1.47
dindoli,3,1948,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.68
pal,4,2200,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.4
vesu,3,2041,Resale,Ready to Move,Furnished,East,2,Low Floor,Medium,1.05
vesu,2,1361,New Property,Under Construction,Unfurnished,North - East,1,Mid Floor,Medium,0.75
jahangirpura,3,1609,Resale,Ready to Move,Furnished,East,2,Mid Floor,Medium,0.62
vesu,3,1150,New Property,Ready to Move,Unfurnished,North - East,2,Mid Floor,Medium,1.06
jahangirpura,3,1609,Resale,Ready to Move,Unfurnished,West,2,Low Floor,Medium,0.62
palanpur,3,1767,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.76
pal,3,1540,Resale,Ready to Move,Unfurnished,East,2,Low Floor,Medium,0.8
pal,4,2870,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.36
vesu,3,1549,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.4
vesu,4,1474,Resale,Ready to Move,Semi-Furnished,East,3,Mid Floor,Medium,1.22
palanpur,3,1550,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.65
pal,4,1694,Resale,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.28
pal,3,2440,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.37
vesu,3,1210,New Property,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,1.07
palanpur,3,1918,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.74
pal,3,1084,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.87
adajan,3,2065,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.98
palanpur,3,1861,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.78
pal,3,1891,New Property,Under Construction,Unfurnished,North - East,2,Mid Floor,Medium,0.9
palanpur,3,1001,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,0.68
pal,3,1265,Resale,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,0.96
vesu,3,2525,New Property,Under Construction,Unfurnished,North - East,2,Mid Floor,Medium,1.29
althan,3,2113,New Property,Ready to Move,Unfurnished,North,2,High Floor,Medium,1.02
vesu,3,2400,New Property,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,1.25
jahangirpura,3,1226,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.72
vesu,3,2705,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.54
vesu,2,1294,Resale,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.64
vesu,2,824,New Property,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.7
althan,3,1915,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.98
dumas road/hazira,3,2400,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.46
pal,4,3259,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.54
althan,3,2550,New Property,Under Construction,Unfurnished,East,2,Low Floor,Medium,1.28
dindoli,3,1950,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.71
pal,3,2500,Resale,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.25
althan,3,1975,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.89
vesu,4,2915,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.58
vesu,3,2025,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.05
adajan,3,1650,New Property,Ready to Move,Unfurnished,North,2,High Floor,Medium,0.63
vesu,3,1511,New Property,Ready to Move,Unfurnished,North - East,2,Mid Floor,Medium,1.35
pal,3,1802,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.64
vesu,3,1774,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,0.89
vesu,3,1320,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.19
vesu,3,1265,Resale,Ready to Move,Semi-Furnished,East,2,Mid Floor,Medium,0.87
vesu,4,2998,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.34
palanpur,3,1825,Resale,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.72
adajan,3,1247,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.98
althan,3,1865,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.91
palanpur,3,2196,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.85
pal,2,1350,New Property,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.61
pal,3,1745,New Property,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,0.79
pal,3,1090,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.72
pal,3,2205,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.06
jahangirpura,3,1210,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.73
pal,3,1210,Resale,Ready to Move,Semi-Furnished,South -West,2,Mid Floor,Medium,0.77
vesu,3,2152,New Property,Ready to Move,Unfurnished,North,2,Mid Floor,Medium,1.11
palanpur,3,1994,Resale,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,0.89
pal,4,3250,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.52
amroli,3,1023,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.68
vesu,3,2300,New Property,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,1.1
vesu,2,1294,Resale,Under Construction,Unfurnished,East,1,Mid Floor,Medium,0.68
vesu,3,1224,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.05
althan,3,1857,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.83
vesu,3,2500,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.28
dumas road/hazira,3,2300,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.04
vesu,3,2575,New Property,Under Construction,Unfurnished,North - West,2,Mid Floor,Medium,1.39
dindoli,4,3150,Resale,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,1.33
pal,3,2200,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.1
palanpur,3,1850,Resale,Ready to Move,Furnished,East,2,Mid Floor,Medium,0.93
vesu,3,2536,New Property,Under Construction,Unfurnished,North - West,2,Mid Floor,Medium,1.59
adajan,4,1760,Resale,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,0.83
vesu,3,1452,Resale,Under Construction,Unfurnished,North - East,2,Mid Floor,Medium,1.24
vesu,3,2250,Resale,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.31
pal,3,2034,New Property,Ready to Move,Furnished,East,2,Mid Floor,Medium,1.03
vesu,3,2600,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.3
pal,3,1247,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.96
althan,3,1361,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.15
dumas road/hazira,3,2400,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.2
palanpur,4,2875,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.1
palanpur,3,1825,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.73
palanpur,4,2875,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.07
palanpur,3,1690,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.62
pal,4,2870,New Property,Under Construction,Unfurnished,East,3,Mid Floor,Medium,1.39
pal,3,1078,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.86
palanpur,3,1210,Resale,Ready to Move,Unfurnished,South -West,2,High Floor,Medium,0.65
vesu,3,2585,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.42
althan,3,2323,Resale,Ready to Move,Unfurnished,South - East,2,High Floor,Medium,1.21
palanpur,2,968,New Property,Under Construction,Unfurnished,South -West,1,Mid Floor,Low,1.15
amroli,4,1380,New Property,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,0.94
vesu,3,2260,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.3
vesu,3,2602,New Property,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,1.32
amroli,3,915,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.69
vesu,3,2650,Resale,Under Construction,Unfurnished,South -West,2,Mid Floor,Medium,1.59
althan,3,1811,New Property,Ready to Move,Unfurnished,South - East,2,Mid Floor,Medium,0.66
vesu,3,2300,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.1
vesu,2,1625,New Property,Ready to Move,Unfurnished,North,1,High Floor,Medium,0.83
dindoli,4,2700,Resale,Ready to Move,Unfurnished,East,3,Mid Floor,Medium,1.0
pal,3,2200,New Property,Ready to Move,Unfurnished,South -West,2,Mid Floor,Medium,1.15
vesu,4,2913,New Property,Under Construction,Unfurnished,South -West,3,Mid Floor,Medium,1.58
sarthana/varachha,3,1520,Resale,Ready to Move,Unfurnished,East,2,Mid Floor,Medium,0.63
vesu,3,1028,New Property,Ready to Move,Unfurnished,North - East,2,Mid Floor,Medium,0.83
palanpur,3,1825,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.7
pal,3,1155,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.88
dumas road/hazira,3,1634,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.35
dumas road/hazira,3,2370,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,1.06
palanpur,3,1847,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.79
pal,3,2061,New Property,Under Construction,Unfurnished,East,2,Mid Floor,Medium,0.95
